Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Date	Party	Year	URL	Matchbegin corpus position	Matchend corpus position
317	c_1113403	pay tribute again to the Committee and also to DFID for the work that it is beginning to do on	water and sanitation	. However , I am quite certain that my own party will be taking every bit as much interest in	pay_VB tribute_NN again_RB to_IN the_DT Committee_NN and_CC also_RB to_IN DFID_NNP for_IN the_DT work_NN that_WDT it_PRP is_VBZ beginning_VBG to_TO do_VB on_IN	water_NN and_CC sanitation_NN	._. However_RB ,_, I_PRP am_VBP quite_RB certain_JJ that_IN my_PRP$ own_JJ party_NN will_MD be_VB taking_VBG every_DT bit_NN as_RB much_JJ interest_NN in_IN	2008-05-01	con	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=316	244199220	244199222
318	c_1113406	we have to deal with , alongside the reality of a fast - growing population . On the issue of	water and sanitation	, population growth is a hugely significant matter . Trying to tackle the terrible problems of poor sanitation and poor	we_PRP have_VBP to_TO deal_VB with_IN ,_, alongside_IN the_DT reality_NN of_IN a_DT fast_JJ -_HYPH growing_VBG population_NN ._. On_IN the_DT issue_NN of_IN	water_NN and_CC sanitation_NN	,_, population_NN growth_NN is_VBZ a_DT hugely_RB significant_JJ matter_NN ._. Trying_VBG to_TO tackle_VB the_DT terrible_JJ problems_NNS of_IN poor_JJ sanitation_NN and_CC poor_JJ	2008-05-01	libdem	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=317	244199635	244199637
319	c_1113406	of five die every year , due to their lack of access to sanitation and safe drinking supplies . Poor	water and sanitation	is the second biggest cause of child mortality . Of the 120 million children born in the developing world each	of_IN five_CD die_VBP every_DT year_NN ,_, due_JJ to_IN their_PRP$ lack_NN of_IN access_NN to_IN sanitation_NN and_CC safe_JJ drinking_NN supplies_NNS ._. Poor_JJ	water_NN and_CC sanitation_NN	is_VBZ the_DT second_JJ biggest_JJS cause_NN of_IN child_NN mortality_NN ._. Of_IN the_DT 120_CD million_CD children_NNS born_VBN in_IN the_DT developing_NN world_NN each_DT	2008-05-01	libdem	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=318	244199738	244199740
320	c_1113406	have access to safe water . More generally , UNICEF has observed that , to fix this problem of poor	water and sanitation	, there needs to be a commitment in the order of $ 10 billion a year . To a country	have_VB access_NN to_IN safe_JJ water_NN ._. More_RBR generally_RB ,_, UNICEF_NNP has_VBZ observed_VBN that_IN ,_, to_TO fix_VB this_DT problem_NN of_IN poor_JJ	water_NN and_CC sanitation_NN	,_, there_EX needs_VBZ to_TO be_VB a_DT commitment_NN in_IN the_DT order_NN of_IN $_$ 10_CD billion_CD a_DT year_NN ._. To_IN a_DT country_NN	2008-05-01	libdem	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=319	244199801	244199803
321	c_1113406	However , it is worth reminding ourselves that they are pretty modest in their ambitions for this particular area of	water and sanitation	. We have set the target of halving the proportion of those people without improved access to drinking water and	However_RB ,_, it_PRP is_VBZ worth_JJ reminding_VBG ourselves_PRP that_IN they_PRP are_VBP pretty_RB modest_JJ in_IN their_PRP$ ambitions_NNS for_IN this_DT particular_JJ area_NN of_IN	water_NN and_CC sanitation_NN	._. We_PRP have_VBP set_VBN the_DT target_NN of_IN halving_VBG the_DT proportion_NN of_IN those_DT people_NNS without_IN improved_VBN access_NN to_IN drinking_NN water_NN and_CC	2008-05-01	libdem	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=320	244199945	244199947
322	c_1113413	my hon . Friend the Member for Stone chaired the all - party group on water . And sanitation .	Water and sanitation	. During my 16 years as a Member of Parliament I have been searching to find something wet about my	my_PRP$ hon_NN ._. Friend_NN the_DT Member_NNP for_IN Stone_NNP chaired_VBD the_DT all_DT -_HYPH party_NN group_NN on_IN water_NN ._. And_CC sanitation_NN ._.	Water_NN and_CC sanitation_NN	._. During_IN my_PRP$ 16_CD years_NNS as_IN a_DT Member_NN of_IN Parliament_NNP I_PRP have_VBP been_VBN searching_VBG to_TO find_VB something_NN wet_JJ about_IN my_PRP$	2008-05-01	con	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=321	244202441	244202443
323	c_1113413	the 21st century . As has been said , every 20 seconds a child dies due to lack of clean	water and sanitation	, and 1.6 million children under the age of five die every year due to unsafe water and inadequate hygiene	the_DT 21st_JJ century_NN ._. As_IN has_VBZ been_VBN said_VBN ,_, every_DT 20_CD seconds_NNS a_DT child_NN dies_VBZ due_JJ to_IN lack_NN of_IN clean_JJ	water_NN and_CC sanitation_NN	,_, and_CC 1.6_CD million_CD children_NNS under_IN the_DT age_NN of_IN five_CD die_VBP every_DT year_NN due_JJ to_IN unsafe_JJ water_NN and_CC inadequate_JJ hygiene_NN	2008-05-01	con	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=322	244202658	244202660
324	c_1113419	million of the governance and transparency fund , referred to in the Government response , will help to deliver more	water and sanitation	infrastructure . It is important to encourage better governance at a local and national level because some countries operate on	million_CD of_IN the_DT governance_NN and_CC transparency_NN fund_NN ,_, referred_VBN to_IN in_IN the_DT Government_NNP response_NN ,_, will_MD help_VB to_TO deliver_VB more_JJR	water_NN and_CC sanitation_NN	infrastructure_NN ._. It_PRP is_VBZ important_JJ to_TO encourage_VB better_JJR governance_NN at_IN a_DT local_JJ and_CC national_JJ level_NN because_IN some_DT countries_NNS operate_VBP on_IN	2008-05-01	con	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=323	244204283	244204285
325	c_1113419	years . That is an important Government initiative because it relates to climate change and environmental improvement . Surely ,	water and sanitation	must be a big part of that . I would be grateful if the Minister told us how those big	years_NNS ._. That_DT is_VBZ an_DT important_JJ Government_NN initiative_NN because_IN it_PRP relates_VBZ to_IN climate_NN change_NN and_CC environmental_JJ improvement_NN ._. Surely_RB ,_,	water_NN and_CC sanitation_NN	must_MD be_VB a_DT big_JJ part_NN of_IN that_DT ._. I_PRP would_MD be_VB grateful_JJ if_IN the_DT Minister_NN told_VBD us_PRP how_WRB those_DT big_JJ	2008-05-01	con	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=324	244204421	244204423
326	c_1113419	part of that . I would be grateful if the Minister told us how those big initiatives contribute to improved	water and sanitation	. The Committee makes it clear , and my hon . Friend the Member for Stone mentioned , that around	part_NN of_IN that_DT ._. I_PRP would_MD be_VB grateful_JJ if_IN the_DT Minister_NN told_VBD us_PRP how_WRB those_DT big_JJ initiatives_NNS contribute_VBP to_IN improved_VBN	water_NN and_CC sanitation_NN	._. The_DT Committee_NNP makes_VBZ it_PRP clear_JJ ,_, and_CC my_PRP$ hon_NN ._. Friend_NN the_DT Member_NNP for_IN Stone_NNP mentioned_VBD ,_, that_IN around_RB	2008-05-01	con	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=325	244204448	244204450
327	c_1113419	10 billion a year up to 2010 ... is secured . â€ A big part of that infrastructure should be	water and sanitation	provision . Perhaps the Minister can tell us how far we are getting to that . I should like to	10_CD billion_CD a_DT year_NN up_IN to_IN 2010_CD ..._, is_VBZ secured_VBN ._. â€_NFP A_NFP big_JJ part_NN of_IN that_DT infrastructure_NN should_MD be_VB	water_NN and_CC sanitation_NN	provision_NN ._. Perhaps_RB the_DT Minister_NN can_MD tell_VB us_PRP how_WRB far_RB we_PRP are_VBP getting_VBG to_IN that_DT ._. I_PRP should_MD like_VB to_TO	2008-05-01	con	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=326	244204637	244204639
328	c_1113420	countries to adapt to meet the challenges of climate change that they are having to face already . Work on	water and sanitation	will clearly be part of that . I welcome the debate not least because it provides an opportunity for us	countries_NNS to_TO adapt_VB to_TO meet_VB the_DT challenges_NNS of_IN climate_NN change_NN that_WDT they_PRP are_VBP having_VBG to_TO face_VB already_RB ._. Work_NN on_IN	water_NN and_CC sanitation_NN	will_MD clearly_RB be_VB part_NN of_IN that_DT ._. I_PRP welcome_VBP the_DT debate_NN not_RB least_JJS because_IN it_PRP provides_VBZ an_DT opportunity_NN for_IN us_PRP	2008-05-01	lab	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=327	244205628	244205630
329	c_1113420	. I welcome the debate not least because it provides an opportunity for us to highlight the extent to which	water and sanitation	is a defining feature of poverty . I am thinking of the women and children toiling to collect water for	._. I_PRP welcome_VBP the_DT debate_NN not_RB least_JJS because_IN it_PRP provides_VBZ an_DT opportunity_NN for_IN us_PRP to_TO highlight_VB the_DT extent_NN to_IN which_WDT	water_NN and_CC sanitation_NN	is_VBZ a_DT defining_JJ feature_NN of_IN poverty_NN ._. I_PRP am_VBP thinking_VBG of_IN the_DT women_NNS and_CC children_NNS toiling_VBG to_TO collect_VB water_NN for_IN	2008-05-01	lab	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=328	244205657	244205659
330	c_1113420	adds up to lives of drudgery , indignity and missed opportunity , directly because of a lack of progress on	water and sanitation	. As several hon . Members said , we are at a critical stage , not only for the water	adds_VBZ up_RP to_IN lives_NNS of_IN drudgery_NN ,_, indignity_NN and_CC missed_VBN opportunity_NN ,_, directly_RB because_IN of_IN a_DT lack_NN of_IN progress_NN on_IN	water_NN and_CC sanitation_NN	._. As_IN several_JJ hon_NN ._. Members_NNS said_VBD ,_, we_PRP are_VBP at_IN a_DT critical_JJ stage_NN ,_, not_RB only_RB for_IN the_DT water_NN	2008-05-01	lab	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=329	244205770	244205772
331	c_1113420	sanitation . As several hon . Members said , we are at a critical stage , not only for the	water and sanitation	MDGs , but for the MDGs more generally . That is why the Prime Minister talks of there being an	sanitation_NN ._. As_IN several_JJ hon_NN ._. Members_NNS said_VBD ,_, we_PRP are_VBP at_IN a_DT critical_JJ stage_NN ,_, not_RB only_RB for_IN the_DT	water_NN and_CC sanitation_NN	MDGs_NNS ,_, but_CC for_IN the_DT MDGs_NNPS more_RBR generally_RB ._. That_DT is_VBZ why_WRB the_DT Prime_NNP Minister_NNP talks_VBZ of_IN there_EX being_VBG an_DT	2008-05-01	lab	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=330	244205792	244205794
332	c_1113420	, to make 2008 a year of action on the MDGs . If we are to reach the MDGs on	water and sanitation	, we need to get water to an extra 300,000 people each day and better sanitation to an extra 450,000	,_, to_TO make_VB 2008_CD a_DT year_NN of_IN action_NN on_IN the_DT MDGs_NNPS ._. If_IN we_PRP are_VBP to_TO reach_VB the_DT MDGs_NNS on_IN	water_NN and_CC sanitation_NN	,_, we_PRP need_VBP to_TO get_VB water_NN to_IN an_DT extra_JJ 300,000_CD people_NNS each_DT day_NN and_CC better_JJR sanitation_NN to_IN an_DT extra_JJ 450,000_CD	2008-05-01	lab	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=331	244205844	244205846
333	c_1113424	that we can make progress on a range of other millennium development goals if we do not make progress on	water and sanitation	. It is worth noting that , if we do not make that progress , not only are we not	that_IN we_PRP can_MD make_VB progress_NN on_IN a_DT range_NN of_IN other_JJ millennium_NN development_NN goals_NNS if_IN we_PRP do_VBP not_RB make_VB progress_NN on_IN	water_NN and_CC sanitation_NN	._. It_PRP is_VBZ worth_JJ noting_VBG that_IN ,_, if_IN we_PRP do_VBP not_RB make_VB that_DT progress_NN ,_, not_RB only_RB are_VBP we_PRP not_RB	2008-05-01	lab	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=332	244206253	244206255
334	c_1113424	the village and the Nepalese Government could be accounted for , helping to prevent corruption . The IDC focus on	water and sanitation	was important and I have no doubt that it will return to the subject . We have published an update	the_DT village_NN and_CC the_DT Nepalese_JJ Government_NNP could_MD be_VB accounted_VBN for_IN ,_, helping_VBG to_TO prevent_VB corruption_NN ._. The_DT IDC_NNP focus_NN on_IN	water_NN and_CC sanitation_NN	was_VBD important_JJ and_CC I_PRP have_VBP no_DT doubt_NN that_IN it_PRP will_MD return_VB to_IN the_DT subject_NN ._. We_PRP have_VBP published_VBN an_DT update_NN	2008-05-01	lab	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=333	244206592	244206594
335	c_1113424	report and to ongoing policy will be the commitments that we made as part of the call to action on	water and sanitation	issued by the Secretary of State for Environment , Food and Rural Affairs , the former Secretary of State for	report_NN and_CC to_IN ongoing_JJ policy_NN will_MD be_VB the_DT commitments_NNS that_WDT we_PRP made_VBD as_IN part_NN of_IN the_DT call_NN to_IN action_NN on_IN	water_NN and_CC sanitation_NN	issued_VBN by_IN the_DT Secretary_NNP of_IN State_NNP for_IN Environment_NNP ,_, Food_NNP and_CC Rural_NNP Affairs_NNPS ,_, the_DT former_JJ Secretary_NNP of_IN State_NNP for_IN	2008-05-01	lab	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=334	244206675	244206677
336	c_1113424	shall give two examples that are contained in the water action plan update . In Bangladesh , our funding for	water and sanitation	has helped 1 million people gain access to improved sanitation and helped nearly 400,000 gain access to safe water .	shall_MD give_VB two_CD examples_NNS that_WDT are_VBP contained_VBN in_IN the_DT water_NN action_NN plan_NN update_NN ._. In_IN Bangladesh_NNP ,_, our_PRP$ funding_NN for_IN	water_NN and_CC sanitation_NN	has_VBZ helped_VBN 1_CD million_CD people_NNS gain_VB access_NN to_IN improved_VBN sanitation_NN and_CC helped_VBD nearly_RB 400,000_CD gain_VB access_NN to_IN safe_JJ water_NN ._.	2008-05-01	lab	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=335	244206937	244206939
337	c_1113424	spends approximately 9 per cent . of its expenditure in developing countries on helping to address issues to do with	water and sanitation	and the African Development Bank spends around 6 per cent . of its expenditure on that . We provide support	spends_VBZ approximately_RB 9_CD per_NN cent_NN ._. of_IN its_PRP$ expenditure_NN in_IN developing_VBG countries_NNS on_IN helping_VBG to_TO address_VB issues_NNS to_TO do_VB with_IN	water_NN and_CC sanitation_NN	and_CC the_DT African_NNP Development_NNP Bank_NNP spends_VBZ around_RB 6_CD per_NN cent_NN ._. of_IN its_PRP$ expenditure_NN on_IN that_DT ._. We_PRP provide_VBP support_NN	2008-05-01	lab	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=336	244207106	244207108
338	c_1113426	interpret his remarks as such . I genuinely encourage him , as chair of the all - party group on	water and sanitation	in the third world , which I commend , to visit developing countries to see some of the issues that	interpret_VB his_PRP$ remarks_NNS as_IN such_JJ ._. I_PRP genuinely_RB encourage_VBP him_PRP ,_, as_IN chair_NN of_IN the_DT all_DT -_HYPH party_NN group_NN on_IN	water_NN and_CC sanitation_NN	in_IN the_DT third_JJ world_NN ,_, which_WDT I_PRP commend_VBP ,_, to_TO visit_VB developing_VBG countries_NNS to_TO see_VB some_DT of_IN the_DT issues_NNS that_WDT	2008-05-01	lab	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=337	244207316	244207318
339	c_1113427	and whether it has been possible to encourage other donors in Europe to take a bigger part in the whole	water and sanitation	issue ? There were concerns at the outset about how effective the EU water initiative and water facility would be	and_CC whether_IN it_PRP has_VBZ been_VBN possible_JJ to_TO encourage_VB other_JJ donors_NNS in_IN Europe_NNP to_TO take_VB a_DT bigger_JJR part_NN in_IN the_DT whole_JJ	water_NN and_CC sanitation_NN	issue_NN ?_. There_EX were_VBD concerns_NNS at_IN the_DT outset_NN about_IN how_WRB effective_JJ the_DT EU_NNP water_NN initiative_NN and_CC water_NN facility_NN would_MD be_VB	2008-05-01	con	2008	https://corpora.linguistik.uni-erlangen.de/cqpweb/parlspeech_uk/context.php?qname=i42i3vii9qn&batch=338	244207511	244207513
